code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
AD213,Honeydew Semantic Layer: Enhancing Integration and User Experience with Snowflake Native Apps,Honeydewセマンティックレイヤー：スノーフレークネイティブアプリでの統合とユーザーエクスペリエンスの強化,Theater-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Join us to learn the business advantages of shifting a connected application model to the Snowflake Native App model, and hear how we successfully built Honeydew Semantic Layer. In this session, we will share why we built a Snowflake Native App and how it can seamlessly wrap multiple external services to a coherent user experience. We’ll also touch on aspects such as data ops, caching and AI integration while providing data security and user accessibility. Lastly, we will share lessons applicable to any SaaS that wants to build an app native to Snowflake. Please note: Theaters are first come, first seated.",接続されたアプリケーションモデルをSnowflakeネイティブアプリモデルにシフトするビジネス上の利点を学び、Honeydewセマンティックレイヤーの構築に成功した方法を聞いてください。このセッションでは、Snowflakeネイティブアプリを構築した理由と、複数の外部サービスを一貫したユーザーエクスペリエンスにシームレスにラップする方法を共有します。また、データのセキュリティとユーザーのアクセシビリティを提供しながら、データops、キャッシュ、AI統合などの側面についても触れます。最後に、Snowflakeのネイティブアプリを構築したいSaaSに適用されるレッスンを共有します。注意：劇場が最初に来て、最初に着いてください。,1708733163940001y2me,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733163940001y2me
BI104,How Blue Cross Improved Member Health Outcomes with Its Cohort Builder Streamlit App,Blue Crossがコホートビルダーの季-LITアプリでメンバーの健康の結果を改善する方法,Breakout-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"Design thinking is a catalyst for superior products, fostering diverse perspectives and expertise to drive innovation and tackle problems. Join this session to learn how Blue Cross North Carolina (BCNC) and Snowflake harnessed design thinking to develop a Cohort Builder application on Streamlit. The application has been rolled out to hundreds of internal stakeholders and aims to provide insights into the organization's member population. Learn how these insights empower BCNC to offer targeted support to enhance health outcomes and bridge crucial care gaps.",デザイン思考は、優れた製品の触媒であり、革新を促進し、問題に取り組むために、多様な視点と専門知識を促進します。このセッションに参加して、Blue Cross North North Carolina（BCNC）とSnowflakeがどのようにデザインの思考を活用して、Restreylitでコホートビルダーアプリケーションを開発するかを学びます。アプリケーションは何百人もの内部利害関係者に展開され、組織のメンバー人口に関する洞察を提供することを目指しています。これらの洞察がBCNCがどのようにしてターゲットを絞ったサポートを提供して、健康の結果を強化し、重要なケアのギャップを橋渡しする方法を学びます。,1708733200902001ypRD,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733200902001ypRD
CO208,How California’s Open Data Connector Uses the Snowflake Native App Framework,カリフォルニアのオープンデータコネクタがスノーフレークネイティブアプリフレームワークを使用する方法,Breakout-Session,Collaboration,コラボレーション,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"Snowflake has collaborated with the California Department of Technology (CDT) and the California State Water Resources Control Board (SWRCB) to implement the Open Data Connector using the Snowflake Native App Framework. The California Open Data Portal is a hub for making government data publicly available for free. It is implemented using the open source software known as CKAN. Join this session to learn how the State of California is able to share data quickly and easily to collaborate between departments and the public, thanks to the Snowflake Native App Framework.",Snowflakeは、Snowflakeネイティブアプリフレームワークを使用してオープンデータコネクタを実装するために、カリフォルニア工科大学（CDT）およびカリフォルニア州水資源管理委員会（SWRCB）と協力しています。カリフォルニア州のオープンデータポータルは、政府データを公開するためのハブです。CKANとして知られるオープンソースソフトウェアを使用して実装されています。このセッションに参加して、State of Californiaがデータを迅速かつ簡単に共有して、Snowflakeネイティブアプリフレームワークのおかげで、部門と一般の間で協力できる方法を学びます。,1708733231688001ydRq,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733231688001ydRq
MA112,"Optimize Your First-Party Data in Snowflake to Drive Improved Marketing Outcomes
",スノーフレークのファーストパーティデータを最適化して、マーケティング成果を向上させる,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"With the deprecation of third-party cookies, evolving privacy restrictions and the need to accelerate cloud strategies, marketers are challenged to unlock additional value from their data. With TransUnion’s identity framework you can build a single view of your customer across touchpoints and channels — laying the foundation to deliver the performance you need. Session attendees will learn about Data Health Assessments, a Snowflake Native App that helps marketers, publishers and platforms understand the quality and condition of their data, and how they can benefit from TransUnion’s identity solutions. Join us to understand how your data can be quickly improved without the need to send data out from your data cloud. Please note: Theaters are first come, first seated.",サードパーティのCookie、進化するプライバシーの制限、クラウド戦略を加速する必要性を非難することで、マーケティング担当者はデータからの付加価値のロックを解除することに挑戦します。TransunionのIDフレームワークを使用すると、タッチポイントとチャネルを越えて顧客の単一のビューを構築できます。必要なパフォーマンスを提供するための基盤を築くことができます。セッションの参加者は、データの健康評価、マーケティング担当者、出版社、プラットフォームがデータの品質と状態を理解するのに役立つスノーフレークネイティブアプリ、およびTransunionのIDソリューションからどのように利益を得るかについて学びます。データクラウドからデータを送信する必要なく、データをすばやく改善する方法を理解してください。注意：劇場が最初に来て、最初に着いてください。,1713168843106001xmut,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1713168843106001xmut
OO109,Optimizing Snowflake Spend and Maximizing Value Through FinOps,Snowflakeの支出を最適化し、Finopsを通じて価値を最大化します,Breakout-Session,Operating & Optimizing Snowflake,Snowflake運用と最適化,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"The current economic environment is putting pressure on leaders to accelerate and scale gen AI/ML-driven disruptions. This requires companies to accelerate their journey to the AI Data Cloud, and to do it cost-effectively. This session explores the application of FinOps best practices to help customers drive healthy and sustainable consumption. You will hear about our holistic framework covering People, Process and Technology pillars. This session is a must-attend for finance, IT professionals and Snowflake users keen on optimizing costs and better aligning consumption to business value.",現在の経済環境は、GEN AI/ML駆動型の混乱を加速および拡大するよう指導者に圧力をかけています。これには、企業がAIデータクラウドへの旅を加速し、費用対効果の高いことを行う必要があります。このセッションでは、Finopsのベストプラクティスの適用を調査して、顧客が健康で持続可能な消費を促進するのに役立ちます。あなたは、人々、プロセス、テクノロジーの柱をカバーする私たちの全体的なフレームワークについて聞くでしょう。このセッションは、財務、ITの専門家、および雪片のユーザーがコストを最適化し、消費をビジネス価値に合わせて改善するための必須の獲得です。,1708733502360001yVag,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733502360001yVag
GP302,Scalable AI and Data Governance with Snowflake and Alation,スノーフレークとアラネーションを備えたスケーラブルなAIとデータガバナンス,Hands-on-Lab,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 13:00:00,2024-06-03 14:30:00,13,"Organizations invest in data governance to accelerate their AI journey while complying with regulations such as GDPR, HIPAA and CCPA. However, many struggle to balance scaling AI adoption and mitigating the risks. See firsthand how Snowflake and Alation help customers mitigate compliance risk, increase user productivity, and improve data and AI usage with transparency in the data lifecycle. In this lab you’ll learn how Alation users access and work with data in Snowflake; how to create and manage Snowflake access policies directly from Alation; how to apply governance to data within Snowflake leveraging Snowflake Horizon capabilities; and ways to help users find, understand and trust their data.",組織は、GDPR、HIPAA、CCPAなどの規制を順守しながら、AIの旅を加速するためにデータガバナンスに投資します。しかし、多くの人は、AIの採用とリスクの緩和のバランスをとるのに苦労しています。スノーフレークとアラメントが、顧客がコンプライアンスのリスクを軽減し、ユーザーの生産性を高め、データとAIの使用をデータライフサイクルの透明性で改善するのに役立つ方法を直接ご覧ください。このラボでは、ユーザーがスノーフレークでデータにアクセスして作業する方法を学びます。AlationからSnowflakeアクセスポリシーを直接作成および管理する方法。スノーフレークホライズン機能を活用するスノーフレーク内のデータにガバナンスを適用する方法。ユーザーがデータを見つけ、理解し、信頼するのを支援する方法。,1709773119917001M81D,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709773119917001M81D
BI110,Simplify to Upgrade: Best-in-Class Data Products for a Tiered Business Model,アップグレードするために簡素化：階層化されたビジネスモデル用のクラス最高のデータ製品,Theater-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Explore how PrismHR transformed its product by replacing a homegrown data-sharing application with a fully fledged, scalable analytics product using Snowflake and Sigma. Prism's two-pronged solution gives multiple tiers of customers access to pre-vetted data and reports, lets them adapt the reporting, and helps distribute the right insights to different levels of consumers. This tiered business model puts their product up against industry giants, and creates new avenues for revenue generation. Prism will share its roadmap on how other B2B companies can expand market reach through effective tiered provisioning strategies, with a focus on monetizing data in a multi-tenancy ecosystem. Please note: Theaters are first come, first seated.",SnowflakeとSigmaを使用して、自家製のデータ共有アプリケーションを本格的でスケーラブルな分析製品に置き換えることにより、Prismhrがどのように製品を変換したかを調べます。Prismの2張りのソリューションにより、顧客の複数の層が事前にvettedされたデータとレポートにアクセスし、レポートを適応させ、さまざまなレベルの消費者に適切な洞察を配布するのに役立ちます。この階層化されたビジネスモデルは、製品を業界の巨人に対抗し、収益生成のための新しい手段を作成します。Prismは、マルチテナンシーエコシステムの収益化データに焦点を当てて、他のB2B企業が効果的な階層化されたプロビジョニング戦略を通じて市場のリーチをどのように拡大できるかについてのロードマップを共有します。注意：劇場が最初に来て、最初に着いてください。,1709063087277001PZDo,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709063087277001PZDo
AI248,Snowflake for Data Governance and Generative AI,データガバナンスと生成AIの雪片,Theater-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"In this session we'll explore Snowflake’s generative AI features, data governance capabilities and implementation for various use cases. Join us to discuss Snowflake Cortex machine learning functions and their role to enable the integration of large language models — within Snowflake’s ecosystem — to quickly analyze data and build AI applications. Please note: Theaters are first come, first seated.",このセッションでは、Snowflakeの生成的なAI機能、データガバナンス機能、さまざまなユースケースの実装を調べます。Snowflake Cortex機械学習機能と、Snowflakeのエコシステム内での大規模な言語モデルの統合を可能にする役割について話し合い、データを迅速に分析してAIアプリケーションを構築します。注意：劇場が最初に来て、最初に着いてください。,1710541782419001wF9T,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710541782419001wF9T
DE312,AI-Based Observability and Alerting with Snowflake and PagerDuty,AIベースの観測可能性とスノーフレークとページャーティーでの警告,Theater-Session,Data Engineering,データエンジニアリング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"As the Snowflake data team that handles hundreds of data pipelines in Snowflake, we know relying on Slack and email alerts presents limitations and results in overlooked critical notifications. Having to track alerts from various sources highlights the need for a centralized console. Our solution is a Streamlit app for efficient data pipeline management. It visually displays all jobs with real-time status, allowing users to monitor data and make decisions based on displayed information. Join this session to learn how we built it, and how the app can be integrated with PagerDuty, utilizing AI to automatically address new job failures by learning from past failures. Please note: Theaters are first come, first seated.",スノーフレークで何百ものデータパイプラインを処理するスノーフレークデータチームは、Slackと電子メールのアラートに依存して制限を提示し、見落とされている重要な通知をもたらすことがわかります。さまざまなソースからのアラートを追跡する必要があると、集中コンソールが必要になります。私たちのソリューションは、効率的なデータパイプライン管理のための流線照明アプリです。リアルタイムのステータスですべてのジョブを視覚的に表示し、ユーザーが表示された情報に基づいてデータを監視し、意思決定を行うことができます。このセッションに参加して、私たちがどのように構築したか、そしてアプリをPagerDutyと統合する方法を学び、AIを利用して過去の障害から学ぶことで新しいジョブの失敗に自動的に対処します。注意：劇場が最初に来て、最初に着いてください。,1708733308015001y9gQ,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733308015001y9gQ
AD210,BlackRock's Security Best Practices for Building Data Applications,データアプリケーションを構築するためのBlackRockのセキュリティベストプラクティス,Theater-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"This session will discuss security, networking and identity access management (IAM) around building multi-tenant data applications on Snowflake at BlackRock. It will dive into security, data control and tenants' isolation options for builders looking to develop a secure, multi-tenant application. We will cover secure connectivity, identity access management, data governance capabilities, encryption, data protection, high availability, and auditing and monitoring, including all the new security features. Please note: Theaters are first come, first seated.",このセッションでは、BlackRockのSnowFlakeにマルチテナントデータアプリケーションを構築することについて、セキュリティ、ネットワーキング、IDACTION管理（IAM）について説明します。安全でマルチテナントアプリケーションの開発を検討しているビルダー向けのセキュリティ、データ管理、テナントの分離オプションに飛び込みます。安全な接続性、IDACTION管理、データガバナンス機能、暗号化、データ保護、高可用性、監査と監視、すべての新しいセキュリティ機能を含む監査と監視をカバーします。注意：劇場が最初に来て、最初に着いてください。,1708733158204001yPiz,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733158204001yPiz
MA106,Capture Real-Time Analytics in the Data Cloud with a Snowflake Native App,Snowflakeネイティブアプリでデータクラウドでリアルタイム分析をキャプチャする,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"Digital analytics is a core competency for all consumer brands. Optimizing customer insights and personalization through behavioral analytics is crucial to maintaining a competitive edge. Incumbent analytics tools for marketing teams have various limitations that prevent businesses from realizing the full value of their first-party data in Snowflake. Learn how Snowplow built a Snowflake Native App, available on Snowflake Marketplace, to help organizations build a scalable, governed analytics foundation. We will showcase how real-time Snowpipe Streaming and turnkey visualizations via Streamlit allow teams to realize value quicker than ever and surface deeper customer 360 insights. Please note: Theaters are first come, first seated.",デジタル分析は、すべての消費者ブランドのコアコンピテンシーです。競争力を維持するには、行動分析を通じて顧客の洞察とパーソナライズを最適化することが重要です。マーケティングチーム向けの現職分析ツールには、企業がスノーフレークでのファーストパーティデータの完全な価値を実現することを妨げるさまざまな制限があります。SnowplowがSnowflake Marketplaceで入手可能なSnowflakeネイティブアプリをどのように構築したかを学び、組織がスケーラブルで統治された分析財団を構築するのを支援します。Streamlidを介したリアルタイムのスノーパイプストリーミングとターンキーの視覚化により、チームがかつてないほど速く価値を実現し、より深い顧客360の洞察をどのように実現できるかを紹介します。注意：劇場が最初に来て、最初に着いてください。,1709760885925001sfT0,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709760885925001sfT0
