code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
OO109,Optimizing Snowflake Spend and Maximizing Value Through FinOps,Snowflake の支出を最適化し、FinOps を通じて価値を最大化する,Breakout-Session,Operating & Optimizing Snowflake,Snowflake運用と最適化,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"The current economic environment is putting pressure on leaders to accelerate and scale gen AI/ML-driven disruptions. This requires companies to accelerate their journey to the Data Cloud, and to do it cost-effectively. This session explores the application of FinOps best practices to help customers drive healthy and sustainable consumption. You will hear about our holistic framework covering People, Process and Technology pillars. This session is a must-attend for finance, IT professionals and Snowflake users keen on optimizing costs and better aligning consumption to business value.",現在の経済環境は、リーダーたちに AI/ML 主導の破壊的世代の加速と拡大を求める圧力をかけています。このため、企業はデータ クラウドへの移行を加速し、費用対効果の高い方法で行う必要があります。このセッションでは、顧客が健全で持続可能な消費を促進できるようにするための FinOps のベスト プラクティスの適用について説明します。人材、プロセス、テクノロジーの柱をカバーする当社の総合的なフレームワークについてお聞きください。このセッションは、コストを最適化し、消費をビジネス価値に合わせて調整することに熱心な財務、IT プロフェッショナル、Snowflake ユーザーにとっては必須の参加です。,1708733502360001yVag,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733502360001yVag
GP105,Providence Health’s Model for Navigating Healthcare Data Governance and Protection on Snowflake,Snowflake で医療データのガバナンスと保護をナビゲートするための Providence Health のモデル,Breakout-Session,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"In the healthcare industry, compliance often conflicts with real-time data access. Becoming a trusted provider requires balancing data protection and access. Providence Health & Services, the largest health system in the Western U.S, leverages Snowflake and Immuta to strike this balance. Join this session to learn Providence Health’s approach to data protection, including how to build a framework that achieves compliance with practical data access processes, and how to set the standard for sensitive data management in a highly regulated industry.",医療業界では、コンプライアンスがリアルタイムのデータ アクセスと矛盾することがよくあります。信頼できるプロバイダーになるには、データ保護とアクセスのバランスを取る必要があります。米国西部最大の医療システムである Providence Health & Services は、Snowflake と Immuta を活用してこのバランスを保っています。このセッションに参加して、実際のデータ アクセス プロセスへのコンプライアンスを達成するフレームワークを構築する方法や、高度に規制された業界における機密データ管理の基準を設定する方法など、データ保護に対する Providence Health のアプローチを学びましょう。,1708733332535001ybnz,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733332535001ybnz
GP302,Scalable AI and Data Governance with Snowflake and Alation,Snowflake と Alation によるスケーラブルな AI とデータ ガバナンス,Hands-on-Lab,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 13:00:00,2024-06-03 14:30:00,13,"Organizations invest in data governance to accelerate their AI journey while complying with regulations such as GDPR, HIPAA and CCPA. However, many struggle to balance scaling AI adoption and mitigating the risks. See firsthand how Snowflake and Alation help customers mitigate compliance risk, increase user productivity, and improve data and AI usage with transparency in the data lifecycle. In this lab you’ll learn how Alation users access and work with data in Snowflake; how to create and manage Snowflake access policies directly from Alation; how to apply governance to data within Snowflake leveraging Snowflake Horizon capabilities; and ways to help users find, understand and trust their data.",組織は、GDPR、HIPAA、CCPA などの規制を遵守しながら、AI への取り組みを加速するためにデータ ガバナンスに投資します。しかし、AI 導入の拡大とリスクの軽減のバランスを取るのに多くの人が苦労しています。 Snowflake と Alation が顧客のコンプライアンス リスクの軽減、ユーザーの生産性の向上、データ ライフサイクルの透明性によるデータと AI の利用の向上にどのように役立つかを直接ご覧ください。このラボでは、Alation ユーザーが Snowflake のデータにアクセスして操作する方法を学びます。 Alation から直接 Snowflake アクセス ポリシーを作成および管理する方法。 Snowflake Horizo​​n の機能を活用して Snowflake 内のデータにガバナンスを適用する方法。ユーザーが自分のデータを見つけ、理解し、信頼できるようにする方法。,1709773119917001M81D,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709773119917001M81D
BI110,Simplify to Upgrade: Best-in-Class Data Products for a Tiered Business Model,アップグレードの簡素化: 階層型ビジネス モデル向けのクラス最高のデータ製品,Theater-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Explore how PrismHR transformed its product by replacing a homegrown data-sharing application with a fully fledged, scalable analytics product using Snowflake and Sigma. Prism's two-pronged solution gives multiple tiers of customers access to pre-vetted data and reports, lets them adapt the reporting, and helps distribute the right insights to different levels of consumers. This tiered business model puts their product up against industry giants, and creates new avenues for revenue generation. Prism will share its roadmap on how other B2B companies can expand market reach through effective tiered provisioning strategies, with a focus on monetizing data in a multi-tenancy ecosystem.",PrismHR が、自社開発のデータ共有アプリケーションを、Snowflake と Sigma を使用した本格的でスケーラブルな分析製品に置き換えることで、どのように製品を変革したかをご覧ください。 Prism の 2 つの側面からなるソリューションにより、複数の層の顧客が事前に精査されたデータとレポートにアクセスできるようになり、レポートを適応させて、さまざまなレベルの消費者に適切な洞察を配布できるようになります。この段階的なビジネス モデルにより、自社の製品が業界の巨人と競合し、収益を生み出すための新たな道が生まれます。 Prism は、マルチテナント エコシステムでのデータの収益化に重点を置き、他の B2B 企業が効果的な階層型プロビジョニング戦略を通じて市場リーチを拡大する方法に関するロードマップを共有します。,1709063087277001PZDo,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709063087277001PZDo
AI248,Snowflake Generative AI and Data Governance for Generative AI,Snowflake 生成 AI と生成 AI のデータ ガバナンス,Theater-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"In this session we'll explore Snowflake’s generative AI features, data governance capabilities and implementation for various use cases. Join us to discuss Snowflake Cortex ML functions and their role to enable the integration of large language models — within Snowflake’s ecosystem — to quickly analyze data and build AI applications.",このセッションでは、Snowflake の生成 AI 機能、データ ガバナンス機能、さまざまなユースケースの実装について説明します。 Snowflake Cortex ML の機能と、Snowflake のエコシステム内で大規模な言語モデルを統合してデータを迅速に分析し、AI アプリケーションを構築できるようにするその役割について話し合います。,1710541782419001wF9T,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710541782419001wF9T
GP106,Unlocking Scalable Data Privacy for Retail Banking to Empower Business Users,リテール バンキングのスケーラブルなデータ プライバシーを解放してビジネス ユーザーに力を与える,Theater-Session,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Protecting personal data is critical and there are severe penalties for non-compliance. But managing access control, data masking, data retention, and right to erasure in Snowflake Horizon often requires technical skills from data governors and stewards. Resources must be devoted to critical tasks such as policy implementation and data asset classification. See how our client accelerates its data governance program by leveraging the integration of Snowflake Horizon and DataGalaxy, putting data privacy management at scale in the hands of business users.",個人データの保護は非常に重要であり、違反した場合には厳しい罰則が科せられます。ただし、Snowflake Horizo​​n でアクセス制御、データマスキング、データ保持、消去の権利を管理するには、多くの場合、データガバナーやスチュワードの技術的スキルが必要です。ポリシーの実装やデータ資産の分類などの重要なタスクにリソースを投入する必要があります。当社のクライアントが Snowflake Horizo​​n と DataGalaxy の統合を活用してデータ ガバナンス プログラムをどのように加速し、ビジネス ユーザーの手に大規模なデータ プライバシー管理を提供しているかをご覧ください。,1710362778404001ojSW,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710362778404001ojSW
MA106,Capture Real-Time Analytics in the Data Cloud with a Snowflake Native App,Snowflake ネイティブ アプリを使用してデータ クラウドでリアルタイム分析をキャプチャ,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"Digital analytics is a core competency for all consumer brands. Optimizing customer insights and personalization through behavioral analytics is crucial to maintaining a competitive edge. Incumbent analytics tools for marketing teams have various limitations that prevent businesses from realizing the full value of their first-party data in Snowflake. Learn how Snowplow built a Snowflake Native App, available on Snowflake Marketplace, to help organizations build a scalable, governed analytics foundation. We will showcase how real-time Snowpipe Streaming and turnkey visualizations via Streamlit allow teams to realize value quicker than ever and surface deeper customer 360 insights.",デジタル分析は、すべての消費者ブランドにとって中核となる能力です。行動分析を通じて顧客の洞察とパーソナライゼーションを最適化することは、競争力を維持するために非常に重要です。マーケティング チーム向けの既存の分析ツールにはさまざまな制限があり、企業が Snowflake のファーストパーティ データの価値を最大限に実現することを妨げています。 Snowplow が、組織がスケーラブルで管理された分析基盤を構築できるように、Snowflake Marketplace で入手できる Snowflake ネイティブ アプリを構築した方法を学びましょう。リアルタイムの Snowpipe Streaming と Streamlit を介したターンキー視覚化により、チームがどのようにしてこれまでよりも早く価値を実現し、顧客の 360 度のより深い洞察を明らかにできるかを紹介します。,1709760885925001sfT0,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709760885925001sfT0
AI231,DataRobot + Hometap: Building the Canonical AI Stack in the Era of Gen AI,DataRobot + Hometap: Gen AI 時代の正規 AI スタックの構築,Theater-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"In the rapidly evolving landscape of artificial intelligence, the emergence of generative AI technologies presents new challenges and opportunities for businesses aiming to stay at the forefront of innovation. In this session, DataRobot will present a granular look into what you need to confidently build the canonical AI stack for predictive and generative AI. Hometap, a Boston-based fintech company on a mission to make homeownership less stressful and more accessible, will detail how Snowflake and DataRobot integrations are helping build their end-to-end data to AI lifecycle with confidence.",急速に進化する人工知能の状況において、生成 AI テクノロジーの出現は、イノベーションの最前線であり続けることを目指す企業に新たな課題と機会をもたらします。このセッションでは、DataRobot が、予測 AI および生成 AI 用の標準 AI スタックを自信を持って構築するために必要なものについて詳細に説明します。 Hometap は、住宅所有のストレスを軽減し、よりアクセスしやすくすることを使命とするボストンに本拠を置くフィンテック企業です。Snowflake と DataRobot の統合がどのようにエンドツーエンドのデータから AI ライフサイクルまで自信を持って構築できるかについて詳しく説明します。,1709748278182001Y4Wy,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709748278182001Y4Wy
AI236,Empowering CRM with Snowflake and Salesforce: a Gen AI Approach,Snowflake と Salesforce による CRM の強化: Gen AI アプローチ,Breakout-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 13:30:00,2024-06-03 14:15:00,13,"Discover how integrating the Snowflake Data Cloud with Salesforce's CRM enhances sales, service and marketing through generative AI. Gain invaluable insights into real-time analytics, predictive insights and strategic decision-making - all seamlessly delivered to employees within their processes and workflows. Delve into case studies and innovative approaches to architecture and grounding, demonstrating how to leverage these technologies to increase employee productivity and customer satisfaction. Learn how to overcome data integration challenges and unlock innovative gen AI applications. Join us at this session to revolutionize your CRM and unlock new potentials with Snowflake and Salesforce.",Snowflake Data Cloud を Salesforce の CRM と統合することで、生成 AI を通じて販売、サービス、マーケティングがどのように強化されるかをご覧ください。リアルタイム分析、予測的洞察、戦略的意思決定に関する貴重な洞察を得ることができ、これらはすべて従業員のプロセスやワークフロー内でシームレスに提供されます。ケーススタディと、アーキテクチャとグラウンディングに対する革新的なアプローチを詳しく掘り下げ、これらのテクノロジーを活用して従業員の生産性と顧客満足度を向上させる方法を示します。データ統合の課題を克服し、革新的な Gen AI アプリケーションを活用する方法を学びましょう。このセッションに参加して CRM に革命を起こし、Snowflake と Salesforce で新たな可能性を解き放ちましょう。,1709849550987001L8WL,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709849550987001L8WL
AD201,How Adobe Optimizes Unitary Transactions in Applications with Snowflake,Adobe が Snowflake を使用してアプリケーションの単一トランザクションを最適化する方法,Breakout-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:30:00,2024-06-03 14:15:00,13,"Adobe Campaign combines cross-channel customer data into a single view for personalized campaigns. The product uses a mix of SQL DB and Snowflake to efficiently power various use cases for marketers. Join this session to learn how we optimized unitary transactions by supplementing Snowflake with a SQL DB and syncing data between the two for a smooth customer experience. In addition, we will share how we optimized Snowflake cost with benchmarking and warehouse tuning.",Adobe Campaign は、クロスチャネルの顧客データを単一のビューに統合して、パーソナライズされたキャンペーンを実現します。この製品は、SQL DB と Snowflake を組み合わせて使用​​し、マーケティング担当者のさまざまなユースケースを効率的に強化します。このセッションに参加して、Snowflake を SQL DB で補完し、両者の間でデータを同期することでユニタリー トランザクションを最適化し、スムーズなカスタマー エクスペリエンスを実現した方法を学びましょう。さらに、ベンチマークとウェアハウスのチューニングを使用して Snowflake のコストを最適化した方法を共有します。,1708733145109001yOBM,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733145109001yOBM
