code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
AD213,Honeydew Semantic Layer: Enhancing Integration and User Experience with Snowflake Native Apps,Honeydewセマンティックレイヤー：Snowflakeネイティブアプリとの統合とユーザーエクスペリエンスの強化,Theater-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Join us to learn the business advantages of shifting a connected application model to the Snowflake Native App model, and hear how we successfully built Honeydew Semantic Layer. In this session, we will share why we built a Snowflake Native App and how it can seamlessly wrap multiple external services to a coherent user experience. We’ll also touch on aspects such as data ops, caching and AI integration while providing data security and user accessibility. Lastly, we will share lessons applicable to any SaaS that wants to build an app native to Snowflake. Please note: Theaters are first come, first seated.",コネクテッドアプリケーションモデルをスノーフレークネイティブアプリモデルに移行することのビジネス上の利点について学び、Honeydewセマンティックレイヤーをどのように構築して成功したかをお聞きください。このセッションでは、Snowflake Native Appを構築した理由と、複数の外部サービスをシームレスにラップして首尾一貫したユーザーエクスペリエンスを実現する方法を共有します。また、データ・セキュリティとユーザー・アクセシビリティを提供しながら、データ運用、キャッシング、AI統合などの側面についても触れます。最後に、Snowflakeにネイティブなアプリを作りたいと考えているSaaSに適用できる教訓を共有します。ご注意：劇場は先着順です。,1708733163940001y2me,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733163940001y2me
BI104,How Blue Cross Improved Member Health Outcomes with Its Cohort Builder Streamlit App,ブルークロスがCohort Builder Streamlitアプリで会員の健康アウトカムを改善した方法,Breakout-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"Design thinking is a catalyst for superior products, fostering diverse perspectives and expertise to drive innovation and tackle problems. Join this session to learn how Blue Cross North Carolina (BCNC) and Snowflake harnessed design thinking to develop a Cohort Builder application on Streamlit. The application has been rolled out to hundreds of internal stakeholders and aims to provide insights into the organization's member population. Learn how these insights empower BCNC to offer targeted support to enhance health outcomes and bridge crucial care gaps.",デザイン思考は優れた製品を生み出す触媒であり、イノベーションを推進し問題に取り組むための多様な視点や専門知識を育みます。このセッションでは、Blue Cross North Carolina (BCNC)とSnowflakeがデザイン思考を活用して、Streamlit上でCohort Builderアプリケーションを開発した方法を学びます。このアプリケーションは数百人の社内関係者に展開され、組織のメンバー集団に関する洞察を提供することを目的としています。これらの洞察によって、BCNCがどのように健康アウトカムを向上させ、重要なケアギャップを埋めるための的を絞ったサポートを提供できるようになったかをご覧ください。,1708733200902001ypRD,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733200902001ypRD
CO208,How California’s Open Data Connector Uses the Snowflake Native App Framework,カリフォルニア州のオープンデータコネクターはどのようにSnowflakeネイティブアプリフレームワークを使用しているか,Breakout-Session,Collaboration,コラボレーション,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"Snowflake has collaborated with the California Department of Technology (CDT) and the California State Water Resources Control Board (SWRCB) to implement the Open Data Connector using the Snowflake Native App Framework. The California Open Data Portal is a hub for making government data publicly available for free. It is implemented using the open source software known as CKAN. Join this session to learn how the State of California is able to share data quickly and easily to collaborate between departments and the public, thanks to the Snowflake Native App Framework.",Snowflakeは、カリフォルニア州技術局（CDT）およびカリフォルニア州水資源管理委員会（SWRCB）と協力し、Snowflake Native App Frameworkを使用してOpen Data Connectorを実装しました。カリフォルニア州オープンデータポータルは、政府データを無料で公開するためのハブです。CKANとして知られるオープンソースソフトウェアを使用して実装されています。このセッションに参加し、Snowflake Native App Frameworkのおかげで、カリフォルニア州がどのようにデータを迅速かつ容易に共有し、部門間や一般市民とのコラボレーションを実現しているかを学びましょう。,1708733231688001ydRq,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733231688001ydRq
MA112,"Optimize Your First-Party Data in Snowflake to Drive Improved Marketing Outcomes
","Snowflakeでファーストパーティデータを最適化し、マーケティングの成果を向上させる
",Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"With the deprecation of third-party cookies, evolving privacy restrictions and the need to accelerate cloud strategies, marketers are challenged to unlock additional value from their data. With TransUnion’s identity framework you can build a single view of your customer across touchpoints and channels — laying the foundation to deliver the performance you need. Session attendees will learn about Data Health Assessments, a Snowflake Native App that helps marketers, publishers and platforms understand the quality and condition of their data, and how they can benefit from TransUnion’s identity solutions. Join us to understand how your data can be quickly improved without the need to send data out from your data cloud. Please note: Theaters are first come, first seated.",サードパーティCookieの廃止、プライバシー制限の進化、クラウド戦略の加速の必要性により、マーケティング担当者はデータからさらなる価値を引き出すという課題に直面しています。トランスユニオンのアイデンティティ・フレームワークを使えば、タッチポイントやチャネルを横断して顧客の単一ビューを構築し、必要なパフォーマンスを実現する基盤を築くことができます。セッション参加者は、マーケター、パブリッシャー、プラットフォームがデータの品質と状態を把握するのに役立つSnowflakeネイティブアプリであるData Health Assessmentsについて学び、TransUnionのアイデンティティソリューションからどのような利益を得ることができるかを知ることができます。データクラウドからデータを送信することなく、データを迅速に改善する方法について、ぜひご参加ください。ご注意：劇場は先着順です。,1713168843106001xmut,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1713168843106001xmut
OO109,Optimizing Snowflake Spend and Maximizing Value Through FinOps,FinOpsによるスノーフレーク支出の最適化と価値の最大化,Breakout-Session,Operating & Optimizing Snowflake,Snowflake運用と最適化,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"The current economic environment is putting pressure on leaders to accelerate and scale gen AI/ML-driven disruptions. This requires companies to accelerate their journey to the AI Data Cloud, and to do it cost-effectively. This session explores the application of FinOps best practices to help customers drive healthy and sustainable consumption. You will hear about our holistic framework covering People, Process and Technology pillars. This session is a must-attend for finance, IT professionals and Snowflake users keen on optimizing costs and better aligning consumption to business value.",現在の経済環境は、AI/ML主導のディスラプションを加速させ、規模を拡大するようリーダーに圧力をかけている。このため、企業はAIデータ・クラウドへの移行を加速し、コスト効率よく行う必要がある。このセッションでは、顧客が健全かつ持続可能な消費を促進するためのFinOpsのベストプラクティスの適用を検討します。人材、プロセス、テクノロジーを柱とする当社の総合的なフレームワークについてお聞きいただけます。このセッションは、コストを最適化し、消費とビジネス価値をよりよく整合させることに熱心な財務、ITプロフェッショナル、Snowflakeユーザーにとって必聴です。,1708733502360001yVag,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733502360001yVag
GP302,Scalable AI and Data Governance with Snowflake and Alation,SnowflakeとAlationによるスケーラブルなAIとデータガバナンス,Hands-on-Lab,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 13:00:00,2024-06-03 14:30:00,13,"Organizations invest in data governance to accelerate their AI journey while complying with regulations such as GDPR, HIPAA and CCPA. However, many struggle to balance scaling AI adoption and mitigating the risks. See firsthand how Snowflake and Alation help customers mitigate compliance risk, increase user productivity, and improve data and AI usage with transparency in the data lifecycle. In this lab you’ll learn how Alation users access and work with data in Snowflake; how to create and manage Snowflake access policies directly from Alation; how to apply governance to data within Snowflake leveraging Snowflake Horizon capabilities; and ways to help users find, understand and trust their data.",企業はGDPR、HIPAA、CCPAなどの規制を遵守しながらAIの旅を加速させるためにデータガバナンスに投資している。しかし、多くの企業はAI導入の拡大とリスク軽減のバランスに苦慮しています。SnowflakeとAlationがどのようにお客様のコンプライアンスリスクの軽減、ユーザーの生産性の向上、データライフサイクルの透明化によるデータとAIの利用の改善を支援しているかを実際にご覧ください。このラボでは、AlationユーザーがSnowflakeでデータにアクセスして作業する方法、Alationから直接Snowflakeアクセスポリシーを作成して管理する方法、Snowflake Horizon機能を活用してSnowflake内のデータにガバナンスを適用する方法、ユーザーがデータを見つけ、理解し、信頼できるようにする方法について学びます。,1709773119917001M81D,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709773119917001M81D
BI110,Simplify to Upgrade: Best-in-Class Data Products for a Tiered Business Model,アップグレードの簡素化：段階的ビジネスモデルのためのクラス最高のデータ製品,Theater-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Explore how PrismHR transformed its product by replacing a homegrown data-sharing application with a fully fledged, scalable analytics product using Snowflake and Sigma. Prism's two-pronged solution gives multiple tiers of customers access to pre-vetted data and reports, lets them adapt the reporting, and helps distribute the right insights to different levels of consumers. This tiered business model puts their product up against industry giants, and creates new avenues for revenue generation. Prism will share its roadmap on how other B2B companies can expand market reach through effective tiered provisioning strategies, with a focus on monetizing data in a multi-tenancy ecosystem. Please note: Theaters are first come, first seated.",PrismHRが、国産のデータ共有アプリケーションをSnowflakeとSigmaを使用した本格的でスケーラブルな分析製品に置き換えることで、どのように製品を変革したかをご覧ください。Prismの2つのソリューションにより、複数の顧客層が事前に検証されたデータとレポートにアクセスできるようになり、レポートを適応させ、さまざまなレベルの消費者に適切な洞察を配布できるようになりました。この段階的なビジネスモデルにより、同社の製品は業界大手と肩を並べることになり、新たな収益創出の道が開ける。Prismは、マルチテナンシー・エコシステムにおけるデータの収益化に焦点を当てながら、他のB2B企業が効果的な階層型プロビジョニング戦略を通じて市場リーチを拡大する方法について、同社のロードマップを紹介する。注意：劇場は先着順です。,1709063087277001PZDo,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709063087277001PZDo
AI248,Snowflake for Data Governance and Generative AI,データガバナンスとジェネレーティブAIのためのSnowflake,Theater-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"In this session we'll explore Snowflake’s generative AI features, data governance capabilities and implementation for various use cases. Join us to discuss Snowflake Cortex machine learning functions and their role to enable the integration of large language models — within Snowflake’s ecosystem — to quickly analyze data and build AI applications. Please note: Theaters are first come, first seated.",本セッションでは、SnowflakeのジェネレーティブAI機能、データガバナンス機能、様々なユースケースへの実装についてご紹介します。Snowflake Cortexの機械学習機能と、Snowflakeのエコシステム内で大規模な言語モデルの統合を可能にし、迅速なデータ分析とAIアプリケーションの構築を可能にするその役割についてご説明します。先着順です。,1710541782419001wF9T,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710541782419001wF9T
DE312,AI-Based Observability and Alerting with Snowflake and PagerDuty,SnowflakeとPagerDutyによるAIベースの監視とアラート機能,Theater-Session,Data Engineering,データエンジニアリング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"As the Snowflake data team that handles hundreds of data pipelines in Snowflake, we know relying on Slack and email alerts presents limitations and results in overlooked critical notifications. Having to track alerts from various sources highlights the need for a centralized console. Our solution is a Streamlit app for efficient data pipeline management. It visually displays all jobs with real-time status, allowing users to monitor data and make decisions based on displayed information. Join this session to learn how we built it, and how the app can be integrated with PagerDuty, utilizing AI to automatically address new job failures by learning from past failures. Please note: Theaters are first come, first seated.",Snowflakeで何百ものデータパイプラインを扱うSnowflakeデータチームとして、Slackやメールアラートに頼ることには限界があり、重要な通知を見落とす結果になることを知っています。様々なソースからのアラートを追跡しなければならないことは、一元化されたコンソールの必要性を浮き彫りにしています。私たちのソリューションは、効率的なデータパイプライン管理のためのStreamlitアプリです。全てのジョブをリアルタイムで視覚的に表示し、ユーザーはデータを監視し、表示された情報に基づいて意思決定を行うことができます。このセッションに参加し、私たちがどのようにこのアプリを構築したか、また、このアプリをPagerDutyと統合し、AIを活用して過去の失敗から学習することで新しいジョブの失敗に自動的に対処する方法について学びましょう。注意：劇場は先着順です。,1708733308015001y9gQ,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733308015001y9gQ
AD210,BlackRock's Security Best Practices for Building Data Applications,データ・アプリケーション構築のためのブラックロックのセキュリティ・ベスト・プラクティス,Theater-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"This session will discuss security, networking and identity access management (IAM) around building multi-tenant data applications on Snowflake at BlackRock. It will dive into security, data control and tenants' isolation options for builders looking to develop a secure, multi-tenant application. We will cover secure connectivity, identity access management, data governance capabilities, encryption, data protection, high availability, and auditing and monitoring, including all the new security features. Please note: Theaters are first come, first seated.",このセッションでは、BlackRockのSnowflake上でのマルチテナント・データ・アプリケーション構築に関するセキュリティ、ネットワーク、アイデンティティ・アクセス管理（IAM）について説明します。セキュアなマルチテナント・アプリケーションの開発を検討している構築者のために、セキュリティ、データ管理、テナントの分離オプションについて掘り下げます。セキュアなコネクティビティ、アイデンティティ・アクセス管理、データ・ガバナンス機能、暗号化、データ保護、高可用性、監査とモニタリングについて、新しいセキュリティ機能も含めて解説します。注意：劇場は先着順です。,1708733158204001yPiz,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733158204001yPiz
MA106,Capture Real-Time Analytics in the Data Cloud with a Snowflake Native App,Snowflakeネイティブアプリでデータクラウドにリアルタイム分析を取り込む,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"Digital analytics is a core competency for all consumer brands. Optimizing customer insights and personalization through behavioral analytics is crucial to maintaining a competitive edge. Incumbent analytics tools for marketing teams have various limitations that prevent businesses from realizing the full value of their first-party data in Snowflake. Learn how Snowplow built a Snowflake Native App, available on Snowflake Marketplace, to help organizations build a scalable, governed analytics foundation. We will showcase how real-time Snowpipe Streaming and turnkey visualizations via Streamlit allow teams to realize value quicker than ever and surface deeper customer 360 insights. Please note: Theaters are first come, first seated.",デジタルアナリティクスは、すべての消費者ブランドにとってコアコンピテンシーです。行動分析を通じて顧客インサイトとパーソナライゼーションを最適化することは、競争力を維持する上で極めて重要です。マーケティングチーム向けの既存のアナリティクスツールにはさまざまな制限があり、企業がSnowflakeでファーストパーティデータの価値を完全に実現することを妨げています。SnowplowがSnowflake Marketplaceで入手可能なSnowflake Native Appをどのように構築し、組織がスケーラブルでガバナンスの効いたアナリティクス基盤を構築できるようにしたかをご紹介します。リアルタイムSnowpipe StreamingとStreamlitを介したターンキー可視化により、チームがこれまで以上に迅速に価値を実現し、より深い顧客360の洞察を表面化する方法を紹介します。ご注意：劇場は先着順です。,1709760885925001sfT0,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709760885925001sfT0
