code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
AD213,Honeydew Semantic Layer: Enhancing Integration and User Experience with Snowflake Native Apps,Honeydew Semantic Layer: Snowflake ネイティブ アプリによる統合とユーザー エクスペリエンスの向上,Theater-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Join us to learn the business advantages of shifting a connected application model to the Snowflake Native App model, and hear how we successfully built Honeydew Semantic Layer. In this session, we will share why we built a Snowflake Native App and how it can seamlessly wrap multiple external services to a coherent user experience. We’ll also touch on aspects such as data ops, caching and AI integration while providing data security and user accessibility. Lastly, we will share lessons applicable to any SaaS that wants to build an app native to Snowflake. Please note: Theaters are first come, first seated.",私たちと一緒に、Snowflake Native Appモデルへの接続アプリケーションの移行のビジネス上の利点を学び、私たちがHoneydewセマンティックレイヤーを成功させた方法を聞いてください。このセッションでは、Snowflake Native Appを構築する理由と、複数の外部サービスを統一されたユーザーエクスペリエンスに包み込むことができる方法についても説明します。データオプス、キャッシュ、AI統合に触れつつ、データセキュリティとユーザーアクセシビリティを提供します。最後に、Snowflake Native Appを構築したい任意のSaaSに適用できる教訓を共有します。ご注意：劇場は最初に着席されます。,1708733163940001y2me,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733163940001y2me
BI104,How Blue Cross Improved Member Health Outcomes with Its Cohort Builder Streamlit App,Blue Cross がコホートビルダー Streamlit アプリで会員の健康状態をどのように改善したか,Breakout-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"Design thinking is a catalyst for superior products, fostering diverse perspectives and expertise to drive innovation and tackle problems. Join this session to learn how Blue Cross North Carolina (BCNC) and Snowflake harnessed design thinking to develop a Cohort Builder application on Streamlit. The application has been rolled out to hundreds of internal stakeholders and aims to provide insights into the organization's member population. Learn how these insights empower BCNC to offer targeted support to enhance health outcomes and bridge crucial care gaps.","デザイン思考は優れた製品の触媒であり、多様な観点と専門知識を生み出し、イノベーションを促進し、問題を解決するために活用されます。このセッションに参加して、Blue Cross North Carolina (BCNC) と Snowflakeがデザイン思考を活用して Streamlit 上で Cohort Builder アプリケーションを開発する方法を学びましょう。このアプリケーションは何百人もの内部利害関係者にロールアウトされ、組織のメンバー人口に関する分析情報を提供することを目指しています。これらの分析情報が BCNC がターゲットを絞ったサポートを提供し、健康成果を向上させ、臨床的なケアギャップを埋めることを可能にする方法を学びましょう。
",1708733200902001ypRD,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733200902001ypRD
CO208,How California’s Open Data Connector Uses the Snowflake Native App Framework,カリフォルニアのオープン データ コネクタが Snowflake Native App Framework を使用する方法,Breakout-Session,Collaboration,コラボレーション,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"Snowflake has collaborated with the California Department of Technology (CDT) and the California State Water Resources Control Board (SWRCB) to implement the Open Data Connector using the Snowflake Native App Framework. The California Open Data Portal is a hub for making government data publicly available for free. It is implemented using the open source software known as CKAN. Join this session to learn how the State of California is able to share data quickly and easily to collaborate between departments and the public, thanks to the Snowflake Native App Framework.","Snowflakeは、カリフォルニア州技術部（CDT）とカリフォルニア州水資源管理委員会（SWRCB）と協力して、Snowflakeネイティブアプリフレームワークを使用してオープンデータコネクタを導入しました。カリフォルニア州オープンデータポータルは、政府のデータを無料で公開するための中心地です。CKANというオープンソースソフトウェアを使用して実装されています。このセッションに参加して、カリフォルニア州がSnowflakeネイティブアプリフレームワークを活用してデータを迅速かつ簡単に共有し、各部門と公開に協力する方法を学びましょう。
",1708733231688001ydRq,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733231688001ydRq
MA112,"Optimize Your First-Party Data in Snowflake to Drive Improved Marketing Outcomes
",Snowflake でファーストパーティのデータを最適化して、マーケティング結果向上を実現します。,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"With the deprecation of third-party cookies, evolving privacy restrictions and the need to accelerate cloud strategies, marketers are challenged to unlock additional value from their data. With TransUnion’s identity framework you can build a single view of your customer across touchpoints and channels — laying the foundation to deliver the performance you need. Session attendees will learn about Data Health Assessments, a Snowflake Native App that helps marketers, publishers and platforms understand the quality and condition of their data, and how they can benefit from TransUnion’s identity solutions. Join us to understand how your data can be quickly improved without the need to send data out from your data cloud. Please note: Theaters are first come, first seated.",サードパーティークッキーの廃止、変化するプライバシー制限、クラウド戦略の加速化のニーズにより、マーケターはデータから追加の価値を解放することが困難になっています。TransUnionのIDフレームワークを使用すると、タッチポイントとチャネル全体で顧客の単一ビューを構築できます。これにより、必要なパフォーマンスを提供する基盤が築かれます。セッション参加者は、マーケター、パブリッシャー、プラットフォームがデータの品質と状態を理解し、TransUnionのIDソリューションがどのように役立つかを学ぶことができます。データクラウドからデータを送信せずにデータを追加の改善する方法を理解するために、私たちと一緒に参加してください。尚、劇場は最初に来た者に満席です。,1713168843106001xmut,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1713168843106001xmut
OO109,Optimizing Snowflake Spend and Maximizing Value Through FinOps,FinOps による雪の結晶支出の最適化と価値の最大化,Breakout-Session,Operating & Optimizing Snowflake,Snowflake運用と最適化,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:45:00,13,"The current economic environment is putting pressure on leaders to accelerate and scale gen AI/ML-driven disruptions. This requires companies to accelerate their journey to the AI Data Cloud, and to do it cost-effectively. This session explores the application of FinOps best practices to help customers drive healthy and sustainable consumption. You will hear about our holistic framework covering People, Process and Technology pillars. This session is a must-attend for finance, IT professionals and Snowflake users keen on optimizing costs and better aligning consumption to business value.",現在の経済環境は、リーダーに対して、ジェネレーションAI/ML駆動の革新を加速化し、スケールすることを求めています。これにより、企業は、コスト効率的に、AIデータクラウドへの道のりを加速する必要があります。このセッションでは、FinOpsのベストプラクティスの適用について説明し、顧客が健全で持続可能な消費を促すことができるようにします。私たちの包括的なフレームワークである、人、プロセス、テクノロジーの3つの支柱について説明します。このセッションは、財務、IT専門家、Snowflakeユーザーのうち、コスト最適化とビジネス価値に対して消費をより適切に整合させることに興味がある人々にとって、必ず参加してください。,1708733502360001yVag,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733502360001yVag
GP302,Scalable AI and Data Governance with Snowflake and Alation,Snowflake と Alation を使用したスケーラブルな AI およびデータ ガバナンス,Hands-on-Lab,"Governance, Privacy & Compliance",ガバナンス、コンプライアンス,2024-06-03,2024-06-03 13:00:00,2024-06-03 14:30:00,13,"Organizations invest in data governance to accelerate their AI journey while complying with regulations such as GDPR, HIPAA and CCPA. However, many struggle to balance scaling AI adoption and mitigating the risks. See firsthand how Snowflake and Alation help customers mitigate compliance risk, increase user productivity, and improve data and AI usage with transparency in the data lifecycle. In this lab you’ll learn how Alation users access and work with data in Snowflake; how to create and manage Snowflake access policies directly from Alation; how to apply governance to data within Snowflake leveraging Snowflake Horizon capabilities; and ways to help users find, understand and trust their data.","組織は、GDPR、HIPAA、CCPAなどの規制に従って、AIの採用を加速させるためにデータガバナンスに投資しています。しかし、多くの組織は、AIの採用を拡大することとリスクを最小限に抑えることのバランスをとることが困難です。SnowflakeとAlationが顧客に対してコンプライアンスリスクを軽減し、データとAIの利用を透明性を持ち込んで改善する方法を見ることができます。このラボでは、AlationユーザーがSnowflakeでデータにアクセスして操作する方法を学びます。また、Alationから直接Snowflakeアクセスポリシーを作成して管理する方法、Snowflake Horizon機能を活用してSnowflake内のデータにガバナンスを適用する方法、そしてデータを見つけ、理解し、信頼するための方法についても学びます。
",1709773119917001M81D,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709773119917001M81D
BI110,Simplify to Upgrade: Best-in-Class Data Products for a Tiered Business Model,アップグレードまでの簡素化: 階層型ビジネス モデル向けのクラス最高のデータ製品,Theater-Session,BI & Analytics,BIと分析,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"Explore how PrismHR transformed its product by replacing a homegrown data-sharing application with a fully fledged, scalable analytics product using Snowflake and Sigma. Prism's two-pronged solution gives multiple tiers of customers access to pre-vetted data and reports, lets them adapt the reporting, and helps distribute the right insights to different levels of consumers. This tiered business model puts their product up against industry giants, and creates new avenues for revenue generation. Prism will share its roadmap on how other B2B companies can expand market reach through effective tiered provisioning strategies, with a focus on monetizing data in a multi-tenancy ecosystem. Please note: Theaters are first come, first seated.",PrismHRが製品をどのように変革したかを調べるために、SnowflakeとSigmaを使用して独自開発のデータ共有アプリケーションをフルフルドッド分析製品に置き換えた方法を紹介します。Prismの2つの分枝ソリューションは、事前に検証されたデータとレポートに多くの顧客レベルにアクセスできるようにし、レポートをカスタマイズできるようにし、異なるレベルのコンシューマーに適切な分析情報を配布することができます。この階層的なビジネスモデルは、業界巨人と競合するものの、さらなる収益生成の可能性を生み出します。Prismは、他のB2B企業がデータの多重租用エコシステムで収益化を行うための効果的な階層的な提供戦略を拡大市場参入するためのロードマップを共有する予定です。なお、劇場は最初に入場した人に席が割り当てられます。,1709063087277001PZDo,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709063087277001PZDo
AI248,Snowflake for Data Governance and Generative AI,データガバナンスと生成型 AI のための雪の結晶,Theater-Session,AI & ML,AI&機械学習,2024-06-03,2024-06-03 13:00:00,2024-06-03 13:20:00,13,"In this session we'll explore Snowflake’s generative AI features, data governance capabilities and implementation for various use cases. Join us to discuss Snowflake Cortex machine learning functions and their role to enable the integration of large language models — within Snowflake’s ecosystem — to quickly analyze data and build AI applications. Please note: Theaters are first come, first seated.",このセッションでは、Snowflakeの生成的AI機能、データガバナンス機能、さまざまなユースケースの実装について説明します。Snowflake Cortexマシンラーニング関数とその役割について話し合い、Snowflakeのエコシステム内で大規模な言語モデルを統合して、データを迅速に分析し、AIアプリケーションを構築することを可能にする方法についても扱います。尚、劇場は最初に入れば、座席はあります。,1710541782419001wF9T,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1710541782419001wF9T
DE312,AI-Based Observability and Alerting with Snowflake and PagerDuty,Snowflake と PagerDuty による AI ベースの観察性とアラート,Theater-Session,Data Engineering,データエンジニアリング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"As the Snowflake data team that handles hundreds of data pipelines in Snowflake, we know relying on Slack and email alerts presents limitations and results in overlooked critical notifications. Having to track alerts from various sources highlights the need for a centralized console. Our solution is a Streamlit app for efficient data pipeline management. It visually displays all jobs with real-time status, allowing users to monitor data and make decisions based on displayed information. Join this session to learn how we built it, and how the app can be integrated with PagerDuty, utilizing AI to automatically address new job failures by learning from past failures. Please note: Theaters are first come, first seated.",スノーフレークデータチームは、Snowflakeで何百ものデータパイプラインを扱っているため、Slackや電子メールアラートに依存することに制限があり、重要な通知が見過ごされることがあります。さまざまな情報源からのアラートを追跡する必要性は、中央集権コンソールが必要であることを示しています。私たちの解決策は、ストリームリットアプリです。これは効率的なデータパイプライン管理に役立ちます。すべてのジョブがリアルタイムの状態で表示され、データを監視し、表示された情報に基づいて意思決定ができます。このセッションに参加して、それがどのように構築され、アプリがPagerDutyと統合され、過去の失敗から学び、新しいジョブの失敗を自動的に解決するAIが使用される方法を学びましょう。なお、劇場は最初に来た人が最初に座れます。,1708733308015001y9gQ,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733308015001y9gQ
AD210,BlackRock's Security Best Practices for Building Data Applications,データ アプリケーションの構築に関する BlackRock のセキュリティベストプラクティス,Theater-Session,Application Development,アプリケーション開発,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"This session will discuss security, networking and identity access management (IAM) around building multi-tenant data applications on Snowflake at BlackRock. It will dive into security, data control and tenants' isolation options for builders looking to develop a secure, multi-tenant application. We will cover secure connectivity, identity access management, data governance capabilities, encryption, data protection, high availability, and auditing and monitoring, including all the new security features. Please note: Theaters are first come, first seated.",このセッションでは、Snowflake上でのマルチテナントデータアプリケーションの構築に関するセキュリティ、ネットワーキング、およびアイデンティティアクセス管理（IAM）について議論します。セキュリティ、データ制御、およびテナントの分離オプションについて、セキュアでマルチテナントのアプリケーションを開発するビルダー向けに深く探ることになります。安全な接続、アイデンティティアクセス管理、データガバナンス機能、暗号化、データ保護、高可用性、監査、および監視をカバーし、すべての新しいセキュリティ機能を含みます。ご注意：劇場は最初に来た、最初に座る仕組みです。,1708733158204001yPiz,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1708733158204001yPiz
MA106,Capture Real-Time Analytics in the Data Cloud with a Snowflake Native App,Snowflake Native アプリを使用してデータ クラウドでリアルタイム分析を取得する,Theater-Session,Marketing & Customer 360,マーケティング,2024-06-03,2024-06-03 13:30:00,2024-06-03 13:50:00,13,"Digital analytics is a core competency for all consumer brands. Optimizing customer insights and personalization through behavioral analytics is crucial to maintaining a competitive edge. Incumbent analytics tools for marketing teams have various limitations that prevent businesses from realizing the full value of their first-party data in Snowflake. Learn how Snowplow built a Snowflake Native App, available on Snowflake Marketplace, to help organizations build a scalable, governed analytics foundation. We will showcase how real-time Snowpipe Streaming and turnkey visualizations via Streamlit allow teams to realize value quicker than ever and surface deeper customer 360 insights. Please note: Theaters are first come, first seated.",デジタル分析は、すべてのコンシューマーブランドのコア・コンピテンシーです。顧客インサイトとパーソナライゼーションを行動分析で最適化することは、競争力を維持するために不可欠です。マーケティングチーム向けの既存の分析ツールには、ビジネスがSnowflakeの第一パーティデータの全価値を実現するのに対してさまざまな制限があります。SnowplowがSnowflake Marketplaceで利用できるSnowflake Native Appを構築し、組織がスケーラブルで管理された分析基盤を構築するのに役立つ方法を学びましょう。リアルタイムのSnowpipe Streamingと、チームが既存の値をすばやく実現し、より深い顧客360インサイトを表面化するための手動の視覚化を提供するStreamlitを紹介します。劇場は、満席の場合がありますので、お早めにお越しください。,1709760885925001sfT0,https://reg.summit.snowflake.com/flow/snowflake/summit24/sessions/page/catalog/session/1709760885925001sfT0
